"GenusSpecies","NestLoc","Excavate","Sociality","Lecty","MeanITD","Specimen1","Specimen2","Specimen3","Specimen4","Specimen5","Neal","InKremen","PredForDist_Typical","CILow_Typical","CIHigh_Typical","PredForDist_Feeder","CILow_Feeder","CIHigh_Feeder","PredForDist_HomingMax","CILow_HomingMax","CIHigh_HomingMax","abun.net","abun.pan","num.occ.net","num.occ.pan","degree","normalised.degree","nestedrank","species.strength","interaction.push.pull","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweeness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Hylaeus rudbeckiae","above","rent","solitary","polylectic",0.9669902912,0.932038835,0.912621359,1.029126214,1.048543689,0.912621359,"yes","yes","0.184471277","0.104925402","0.324322343","0.452160239","0.30456182","0.635080918","0.243638633","0.147864483","0.402012702",4,0,4,0,"3","0.0238095238095238","0.593220338983051","0.0252257430774189","-0.324924752307527","0.992","0.984","0.608276253029822","0.00822951269243164","1.43220338983051",NA,"0",NA,"0.00048235498151958","5.4525502646135","1.03972077083992","2.82842712474619","0.274913820119085","0.186409368871968","0.265850595477755"
"Hylaeus verticalis","above","rent","solitary","polylectic",1.3664727755,1.442622951,1.2903226,NA,NA,NA,"yes","no","0.30017741","0.142196751","0.633674658","0.639956595","0.36241183","1.226227079","0.403908428","0.204462013","0.784290632",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum (Dialictus)","below","ex","social","polylectic",1.055737705,0.754098361,0.950819672,1.31147541,1.245901639,1.016393443,"yes","yes","0.208747197","0.113344595","0.384450554","0.493854225","0.31831236","0.461589317","0.277007584","0.160547395","0.47636274",481,523,193,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum (Dialictus) incompletum","below","ex","social","polylectic",0.9414634144,0.902439024,0.975609756,0.902439024,1.024390244,0.902439024,"yes","yes","0.177651907","0.102486743","0.307944218","0.440170721","0.300491561","0.604949173","0.234294222","0.144203157","0.381755603",3394,19652,522,313,"90","0.714285714285714","0","37.7775058464307","0.40863895384923","0.986643533123028","0.288","0.451611800370698","0.338870378117533","1.02542372881356",NA,"0.273970671178793",NA,"0.00424463608192519","16.9810879628547","2.36450952610822","10.6388194744473","0.796581643257185","0.701158465927417","0.120859846675108"
"Lasioglossum (Dialictus) sp. B","below","ex","social","polylectic",1.2983606558,1.37704918,1.31147541,1.278688525,1.31147541,1.213114754,"yes","yes","0.279326959","0.13594732","0.573924885","0.607917217","0.353211522","1.143251843","0.37481929","0.194895289","0.710496891",77,265,40,97,"14","0.111111111111111","0.11864406779661","0.368200631256127","-0.0451285263388481","0.984307692307692","0.896","0.424102636215414","0.0173433325012422","1.21186440677966",NA,"0",NA,"0.00302314090026661","5.00732175230266","2.0598916425857","7.84511968737651","0.654895871912481","0.517037825317892","0.0899300960211547"
"Lasioglossum (Dialictus) sp. B-1","below","ex","social","polylectic",1.17419356,1.0967742,1.0967742,1.1774194,1.2096774,1.2903226,"no","yes","0.242463545","0.124450546","0.472384992","0.549529903","0.335799362","0.811497915","0.323597057","0.177372766","0.585049768",27,0,17,0,"7","0.0555555555555556","0.305084745762712","0.331849664326493","-0.0954500479533581","0.981","0.952","0.422689799577263","0.0365440829283","1.39830508474576",NA,"0",NA,"0.00196864041691505","3.06617774461691","1.8126447004836","6.12662912394174","0.532234757477628","0.403779562964375","0.21098172797591"
"Lasioglossum (Dialictus) sp. C","below","ex","social","polylectic",1.2051071832,1.180327869,1.213114754,1.213114754,1.245901639,1.1730769,"yes","yes","0.251499378","0.127326066","0.496771315","0.564063969","0.340216783","0.90638169","0.336126542","0.181745742","0.615182845",11,10,8,8,"6","0.0476190476190476","0.355932203389831","0.201601197048954","-0.133066467158508","0.978666666666667","0.96","0.4284895632161","0.0301279484391408","1.39830508474576",NA,"0",NA,"0.00110726106964084","5.40280396292071","1.72019345921983","5.58560894730718","0.217700350417367","0.368123268767826","0.354081868397935"
"Lasioglossum (Dialictus) sp. D","below","ex","social","polylectic",1.13548388,1.115385,1.173077,1.211538,1.0483871,1.1290323,"no","yes","0.231285295","0.120836884","0.442686754","0.531332961","0.330185575","0.832326244","0.308121577","0.171886748","0.548348267",14,17,13,15,"5","0.0396825396825397","0.389830508474576","0.389408995064089","-0.122118200987182","0.995555555555556","0.968","0.666761897960155","0.0296449194828843","1.35593220338983",NA,"0",NA,"0.001249610646982","2.78237619070147","1.12753478981913","3.08803445503579","0.375173478981063","0.203518962458603","0.151301839436539"
"Lasioglossum (Dialictus) sp. E","below","ex","social","polylectic",1.1213114754,1.147540984,1.147540984,1.114754098,1.081967213,1.114754098,"yes","yes","0.227231162","0.119510143","0.432047022","0.524671385","0.328106515","0.868729166","0.302515917","0.169875287","0.535198211",26,0,9,0,"7","0.0555555555555556","0.313559322033898","0.660443339796087","-0.0485080943148447","0.989090909090909","0.952","0.53316072157426","0.0387388035683865","1.33050847457627",NA,"0",NA,"0.0018914765032523","3.14331511347551","1.49713618969608","4.46887272355178","0.394926837499699","0.294524025978288","0.217173411903595"
"Lasioglossum (Dialictus) sp. F","below","ex","social","polylectic",1.0163934428,1.016393443,0.950819672,1.049180328,1.049180328,1.016393443,"yes","yes","0.197877828","0.109623139","0.357184034","0.475368051","0.312290207","0.723605092","0.26204742","0.154933309","0.442650505",10,0,7,0,"3","0.0238095238095238","0.550847457627119","0.0110928784384701","-0.329635707187177","0.996571428571429","0.984","0.732338719446132","0.00320928580328055","1.39830508474576",NA,"0",NA,"0.00103122147858205","1.45308758935639","0.801818552543337","2.22959187392042","0.386195549984331","0.146942733798337","0.0987578608334335"
"Lasioglossum (Dialictus) sp. I","below","ex","social","polylectic",0.77741936,0.8064516,0.7258065,0.7580645,0.8064516,0.7903226,"no","yes","0.135674676","0.086612289","0.212528936","0.363159128","0.272907846","0.510693114","0.177097635","0.120516844","0.26368932",5,8,5,8,"2","0.0158730158730159","0.652542372881356","0.00841460111065962","-0.49579269944467","0.996","0.992","0.742967024840268","0.00319427513657501","1.47457627118644",NA,"0",NA,"0.000684982761873422","1.05052247122042","0.636514168294813","1.88988157484231","0.289877781259793","0.12455390083304","0.144161912947002"
"Lasioglossum (Dialictus) sp. H","below","ex","social","polylectic",0.9580645,0.9677419,0.9677419,0.8870968,1,0.9677419,"no","yes","0.182078343","0.10407359","0.318548856","0.44796779","0.303144745","0.672074623","0.240358126","0.146584953","0.394872097",6,0,3,0,"3","0.0238095238095238","0.576271186440678","0.0244924544111263","-0.325169181862958","0.994666666666667","0.984","0.659939391156491","0.00527632463537387","1.38135593220339",NA,"0",NA,"0.000586398038199198","3.16654023865532","0.950270539233235","2.58640928985893","0.45219366969602","0.170459022666339","0.102858373263389"
"Lasioglossum (Dialictus) sp. J","below","ex","social","polylectic",1.16826925,1.2115385,1.125,NA,NA,NA,"no","yes","0.240742888","0.12389844","0.4677794","0.54674478","0.33494623","0.942719475","0.321213122","0.176533905","0.57935846",0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum (Dialictus) sp. K","below","ex","social","polylectic",1.144230775,1.1153846,1.1538462,1.0576923,1.25,NA,"no","yes","0.233797756","0.121654718","0.449315828","0.535444526","0.331462293","0.832325795","0.311597452","0.17312739","0.556541036",1,3,1,3,"1","0.00793650793650794","0.940677966101695","0.000314861460957179","-0.999685138539043","1","1","1","0.000314861460957179","1.66949152542373",NA,"0",NA,"0.000131788921280722","8196.04299273653","0","1","0.248824819805704","0.0659056644030367","0.00923835065787094"
"Lasioglossum (Dialictus) sp. R","below","ex","social","polylectic",0.81451615,0.6935484,0.9354839,NA,NA,NA,"no","yes","0.144878014","0.0902349","0.232611095","0.380568537","0.279381193","0.406917121","0.189586175","0.125898601","0.288547277",0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum (Dialictus) tegulariforme","below","ex","social","polylectic",0.8780487804,0.87804878,0.804878049,0.87804878,0.975609756,0.853658537,"yes","yes","0.16103838","0.096393331","0.269036869","0.410392452","0.290136026","0.580493112","0.211587587","0.135080178","0.333623544",343,615,144,150,"31","0.246031746031746","0.0254237288135593","3.55066178510025","0.0822794124225887","0.99","0.76","0.504553595332795","0.0605775773007745","1.11864406779661",NA,"0",NA,"0.00390177304332206","8.27721904039146","1.94845529292504","7.01783869848555","0.644876122720883","0.462515322097032","0.124202431929787"
"Lasioglossum (Evylaeus)","below","ex","social","polylectic",1.2983606558,1.31147541,1.737704918,1.180327869,0.983606557,1.278688525,"yes","yes","0.279326959","0.13594732","0.573924885","0.607917217","0.353211522","1.062253088","0.37481929","0.194895289","0.710496891",7,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum (Evylaeus) kincaidii","below","ex","social","polylectic",1.445783,1.518072,1.39759,1.445783,1.445783,1.421687,"no","yes","0.324994927","0.149426403","0.706847659","0.677272553","0.37284198","1.324085377","0.438632688","0.215563989","0.874641542",14,14,10,11,"8","0.0634920634920635","0.271186440677966","0.267998257868654","-0.0915002177664182","0.992","0.944","0.529150262212918","0.0200873170877754","1.44067796610169",NA,"0",NA,"0.00131423431444616","7.75672871812525","1.6661022550876","5.29150262212918","0.392409455164078","0.348739996001834","0.183928311760499"
"Lasioglossum (Evylaeus) sp. 4","below","ex","social","polylectic",NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"1","0.00793650793650794","0.949152542372881","0.000292056074766355","-0.999707943925234","1","1","1","0.000292056074766355","1.50847457627119",NA,"0",NA,"0.000131799957128366","8196.04299273653","0","1","0.268254465684738","0.0659056644030367","0"
"Lasioglossum (Evylaeus) sp. A","below","ex","social","polylectic",1.4829268294,1.512195122,1.365853659,1.463414634,1.56097561,1.512195122,"yes","no","0.336812171","0.152795679","0.742445333","0.694752174","0.377628881","1.316372653","0.45520336","0.220750177","0.918588309",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum (Evylaeus) sp. B","below","ex","social","polylectic",1.443902439,1.463414634,1.463414634,1.56097561,1.317073171,1.414634146,"yes","no","0.324399892","0.149255543","0.705067886","0.676387628","0.372598007","1.252941668","0.437798904","0.215301196","0.872444212",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum (Evylaeus) sp. C","below","ex","social","polylectic",1.5688000905,1.639344262,1.6129032,1.5806452,1.4423077,NA,"yes","yes","0.364594383","0.160546579","0.827978179","0.735171019","0.388472572","1.486576956","0.494247221","0.232709332","1.024163155",1,4,1,2,"1","0.00793650793650794","0.957627118644068","0.000314861460957179","-0.999685138539043","1","1","1","0.000314861460957179","1.66949152542373",NA,"0",NA,"0.000131788921280722","8196.04299273653","0","1","0.248824819805704","0.0659056644030367","0.00923835065787094"
"Lasioglossum (Evylaeus) sp. D","below","ex","social","polylectic",1.6780487806,1.804878049,1.609756098,1.707317073,1.56097561,1.707317073,"yes","no","0.400843763","0.170333751","0.943299384","0.78660662","0.40185004","1.718344262","0.545360749","0.247864832","1.16646801",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum (Evylaeus) sp. E","below","ex","social","polylectic",1.0950819672,1.147540984,1.114754098,1.081967213,1.081967213,1.049180328,"yes","yes","0.219783121","0.117049305","0.412686093","0.512343515","0.324223948","0.868729166","0.292227505","0.166148356","0.511267415",2,69,2,9,"2","0.0158730158730159","0.73728813559322","0.00391524448056346","-0.498042377759718","0.992","0.992","0.70427267446636","0.00195762224028173","1.47457627118644",NA,"0",NA,"0.000255656492008783","17872.483199054","0.693147180559945","2","0.289877781259793","0.131811328806073","0.15078296615723"
"Lasioglossum (Evylaeus) sp. F","below","ex","social","polylectic",1.23975409825,1.213114754,1.245901639,1.2903226,1.2096774,NA,"yes","yes","0.261739345","0.13053827","0.524807665","0.580355248","0.345101249","0.944567372","0.35034653","0.186638465","0.649822006",1,0,1,0,"1","0.00793650793650794","0.966101694915254","0.000292056074766355","-0.999707943925234","1","1","1","0.000292056074766355","1.50847457627119",NA,"0",NA,"0.000131799957128366","8196.04299273653","0","1","0.268254465684738","0.0659056644030367","0"
"Lasioglossum (Evylaeus) sp. G","below","ex","social","polylectic",1.892682927,1.853658537,1.951219512,1.853658537,2,1.804878049,"yes","no","0.474870301","0.189343131","1.190969017","0.887702247","0.42692632","1.788768015","0.650277615","0.277463477","1.471962431",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum (Evylaeus) sp. I","below","ex","social","polylectic",1.6524590164,1.639344262,1.770491803,1.737704918,1.573770492,1.540983607,"yes","no","0.392263967","0.168048362","0.915635343","0.774557254","0.398756369","1.486576956","0.533246186","0.244320606","1.132334694",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum (Evylaeus) sp. red ab","below","ex","social","polylectic",1.357377049,1.245901639,1.37704918,1.344262295,1.37704918,1.442622951,"yes","no","0.297367963","0.14136442","0.625530142","0.635677615","0.361196619","0.983279043","0.399984249","0.203186233","0.774232729",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasioglossum mellipes","below","ex","solitary","polylectic",1.78313252,1.686747,1.8072289,1.686747,1.9277108,1.8072289,"yes","yes","0.436632804","0.179675227","1.061071183","0.836095627","0.414314734","1.551790172","0.595999213","0.262384119","1.311756543",2,1,1,1,"2","0.0158730158730159","0.745762711864407","0.0772151329978433","-0.461392433501078","0.992","0.992","0.70427267446636","0.0386075664989216","1.50847457627119",NA,"0",NA,"0.000255598706669486","17872.483199054","0.693147180559945","2","0.269272955186462","0.131811328806073","0.339368470457749"
"Lasioglossum sisymbrii",NA,NA,NA,"polylectic",1.91999986,2,1.933333,1.733333,1.9333333,2,"no","yes","0.484548612","0.191743186","1.224488663","0.900572748","0.430014129","2.005657676","0.664043134","0.281214933","1.513296414",9,1,7,1,"4","0.0317460317460317","0.466101694915254","0.318234572260071","-0.170441356934982","0.99","0.976","0.572712842531054","0.130792196205725","1.43220338983051",NA,"0",NA,"0.000950833202571396","2.75920033116691","1.21488965394912","3.36992218619932","0.280162958320276","0.222096960668","0.440445775338114"
"Lasioglossum titusi","below","ex","solitary","polylectic",1.8983250098,2,1.951219512,1.853658537,1.6385542,2.0481928,"yes","yes","0.476864634","0.189839184","1.197855338","0.890360473","0.427565887","2.005657676","0.653113297","0.278238586","1.48045435",22,11,11,11,"6","0.0476190476190476","0.338983050847458","0.100019850483266","-0.149996691586122","0.997","0.96","0.736082999272624","0.0214782122675791","1.39830508474576",NA,"0",NA,"0.00175801474818207","2.71773019461294","1.01160091167848","2.75","0.13359306002678","0.181240577108351","0.337748643739739"
"Megachile angelarum","above","rent","solitary","polylectic",2.1658536586,2.048780488,2.292682927,2.243902439,2.146341463,2.097560976,"yes","yes","0.574135167","0.213165444","1.546363161","1.016443866","0.456876808","2.079788382","0.791937805","0.314833175","1.910088422",42,0,22,0,"10","0.0793650793650794","0.177966101694915","0.735833334210522","-0.0264166665789478","0.992","0.928","0.533452367668781","0.117714289965759","1.32203389830508",NA,"0.00046329868664894",NA,"0.00243176831280705","4.15235114610076","1.68772257293154","5.40715227695297","0.132545402993538","0.356361963340978","0.527381141769782"
"Megachile apicalis","mix","rent","solitary","oligolectic",2.3121951222,2.243902439,2.292682927,2.585365854,2.341463415,2.097560976,"yes","yes","0.62949798","0.225775429","1.755140979","1.085443462","0.472149479","2.385197118","0.871365639","0.334728618","2.167358054",143,57,90,37,"23","0.182539682539683","0.0677966101694915","1.89103030705224","0.0387404481327061","0.983659574468085","0.824","0.387151966059463","0.0762470570329891","1.07627118644068",NA,"0",NA,"0.00340314274271842","7.74927108287532","2.35314461387346","10.5185946909244","0.353083848148091","0.693234971691624","0.292066921200521"
"Megachile brevis","mix","rent","solitary","polylectic",2.45783135,2.4096386,2.5060241,NA,NA,NA,"yes","yes","0.686032581","0.23822907","1.97558049","1.154130169","0.486878491","2.655436981","0.952750989","0.354449778","2.4389235",6,6,6,6,"6","0.0476190476190476","0.364406779661017","0.225915702251671","-0.129014049624721","0.96","0.96","0.4","0.0376526170419452","1.58474576271186",NA,"0",NA,"0.000570169112595874","52461.7204453646","1.79175946922805","6","0.181003865037083","0.39543398641822","0.422064128712879"
"Megachile coquilletti","above","rent","solitary","polylectic",3.36,3.3,3.5,3.5,3.2,3.3,"yes","yes","1.065444345","0.313583595","3.619996928","1.579996684","0.569783328","4.263994272","1.504797003","0.475133321","4.462949116",17,5,17,5,"8","0.0634920634920635","0.26271186440678","0.409644624074909","-0.0737944219906364","0.992","0.944","0.532329785001741","0.032523287088973","1.35593220338983",NA,"0",NA,"0.00138005840867979","6.36723427179627","1.64622455382987","5.18735821860404","0.128016295832028","0.341876289893652","0.331112619893549"
"Megachile fidelis","above","rent","solitary","polylectic",2.6,2.8571429,2.4761905,2.6190476,2.6190476,2.4285714,"yes","yes","0.742556434","0.250300285","2.202914226","1.221199233","0.50084387","3.43209906","1.03437801","0.373630658","2.718910907",16,1,12,1,"5","0.0396825396825397","0.372881355932203","0.0453939298405826","-0.190921214031883","0.984","0.968","0.488262224629348","0.0105623222856188","1.24576271186441",NA,"0",NA,"0.00137993852257781","2.62630618679228","1.48975031885059","4.4359877981887","0.426177791705839","0.29235672312339","0.18436532329025"
"Megachile frugalis","above","rent","solitary","polylectic",2.6536585366,2.682926829,2.780487805,2.585365854,2.682926829,2.536585366,"yes","yes","0.764223965","0.254835347","2.291825983","1.246517389","0.506015769","3.121817664","1.065732547","0.380852771","2.828397854",5,0,5,0,"4","0.0317460317460317","0.516949152542373","0.0154278640891897","-0.246143033977703","0.988","0.976","0.5236792911697","0.00388080144606856","1.43220338983051",NA,"0",NA,"0.000586502698103157","9.28413206082182","1.33217904021012","3.789291416276","0.149952992792228","0.249735768406393","0.219823648979882"
"Megachile gentilis","above","rent","solitary","polylectic",2.6466668,2.4,2.5,3,2.666667,2.666667,"yes","yes","0.761390457","0.254245059","2.280144327","1.243218288","0.505344833","2.639455343","1.061630296","0.379912249","2.814013482",43,5,31,5,"9","0.0714285714285714","0.228813559322034","0.278721272707437","-0.0801420808102847","0.99304347826087","0.936","0.573980625795448","0.0317656728799501","1.1864406779661",NA,"0",NA,"0.00243510697362896","3.46793565212692","1.5116683158578","4.53428911416176","0.237727110404991","0.298835336664288","0.294025000580466"
"Megachile lippiae","below","rent","solitary","polylectic",3.095238,3.095238,NA,NA,NA,NA,"no","yes","0.949167595","0.291756641","3.087912995","1.454955527","0.546743071","3.871828826","1.334659452","0.439955258","3.808321405",10,1,6,1,"3","0.0238095238095238","0.559322033898305","0.0118344758020891","-0.32938850806597","0.996571428571429","0.984","0.732338719446132","0.00561636386542913","1.52542372881356",NA,"0",NA,"0.00103192383464475","1.45308758935639","0.801818552543337","2.22959187392042","0.172046380445002","0.146942733798337","0.219875170399438"
"Megachile montivaga","above","rent","solitary","polylectic",2.5764227776,2.585365854,2.536585366,2.926829268,2.1666667,2.6666667,"yes","yes","0.733093179","0.248304037","2.16438531","1.210075339","0.498554602","2.952423404","1.02069489","0.370454358","2.671462909",6,5,6,4,"5","0.0396825396825397","0.423728813559322","0.182443744499382","-0.163511251100124","0.984","0.968","0.46475800154489","0.030735697974856","1.26271186440678",NA,"0",NA,"0.000684729725947595","14.1163394064178","1.56071040904141","4.7622031559046","0.273529719001358","0.31385616301213","0.244748027132646"
"Megachile occidentalis","mix","rent",NA,"polylectic",NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"1","0.00793650793650794","0.974576271186441","0.00429184549356223","-0.995708154506438","1","1","1","0.00429184549356223","1.90677966101695",NA,"0",NA,"0.000131512344865066","8196.04299273653","0","1","0.0182544656847383","0.0659056644030367","0.33022115943753"
"Megachile onobrychidis","mix","rent","solitary","polylectic",2.575609756,2.487804878,2.487804878,2.487804878,2.682926829,2.731707317,"yes","yes","0.732767483","0.24823516","2.16306257","1.209691759","0.498475475","2.786234327","1.020224077","0.370344796","2.669833934",103,16,52,15,"23","0.182539682539683","0.076271186440678","1.55152432315245","0.0239793183979325","0.98141935483871","0.824","0.405055245734796","0.0902512873474918","1.11016949152542",NA,"0.007070340826686",NA,"0.00323948093842949","9.19371517777517","2.31005965396748","10.0750256523401","0.332261852966322","0.664001259495111","0.310201488496783"
"Megachile parallela","mix","rent","solitary","polylectic",3.2892218532,3.414634146,3.12195122,3.1666667,3.2666667,3.4761905,"yes","yes","1.033980635","0.307769722","3.473752858","1.546565236","0.563715204","4.489034353","1.458685372","0.465746891","4.283046661",17,1,8,1,"4","0.0317460317460317","0.440677966101695","0.0742807705645267","-0.231429807358868","0.995636363636364","0.976","0.690519086627256","0.0117855452850134","1.52542372881356",NA,"0",NA,"0.00149938863116422","1.64909539389648","0.955447141393767","2.59983281592779","0.173456596678157","0.171343709070539","0.257868986689146"
"Megachile rotundata","above","rent","solitary","oligolectic",2.1951219512,2.292682927,2.146341463,2.097560976,2.243902439,2.195121951,"yes","yes","0.585089151","0.215695479","1.58709546","1.030242142","0.459971439","2.463721425","0.807630865","0.318818843","1.960287222",31,1,23,1,"12","0.0952380952380952","0.152542372881356","0.328048408873498","-0.0559959659272085","0.980444444444444","0.912","0.374026659113181","0.0270437958324813","1.16949152542373",NA,"0",NA,"0.0021149810694811","7.1824712950051","2.18097610196535","8.85494537128757","0.278123452047594","0.583591057947301","0.249226663040684"
"Megachile texana","below","rent",NA,"polylectic",3.3375,3.15625,3.4375,3.5,3.4375,3.15625,"no","yes","1.05541259","0.311737017","3.573190463","1.569368655","0.567861252","3.987348204","1.490089238","0.472150783","4.405371849",0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melecta edwardsii","below",NA,"parasite",NA,3.262195122,3.56097561,3.0625,2.96875,3.21875,3.5,"yes","no","1.022038545","0.305545708","3.418679295","1.533800247","0.561380979","4.781915932","1.441197605","0.462159337","4.215293436",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melissodes agilis","below","ex","solitary","oligolectic",2.6000002,2.619048,2.857143,2.52381,2.380952,2.619048,"yes","yes","0.742556514","0.250300301","2.202914554","1.221199327","0.500843889","3.010546164","1.034378126","0.373630685","2.718911312",443,121,44,38,"18","0.142857142857143","0.0932203389830508","2.07804513833987","0.0598913965744372","0.99399209486166","0.864","0.616002595160375","0.256133179115969","1.15254237288136",NA,"0.108714043993232",NA,"0.00395650734768486","3.76956652526681","1.41306816597151","4.10854177372468","0.246210596535261","0.270776175324956","0.47629575847993"
"Melissodes communis alopex","below","ex","solitary","polylectic",2.79375,2.6875,2.71875,2.875,2.90625,2.78125,"no","yes","0.821634201","0.266623849","2.531966897","1.312628717","0.519278553","3.129835678","1.148971577","0.399665518","3.12406349",3,16,2,2,"1","0.00793650793650794","0.805084745762712","0.0186335403726708","-0.981366459627329","1","1","1","0.0186335403726708","1.72881355932203",NA,"0",NA,"0.000373905196302505","0.525260979927648","0","1","0.0126136007521153","0.0659056644030367","0.483304220198137"
