Site,Date,FieldPlantSp,PlantSp,BloomStatus,NumFlower,Collector
N132,6/30/2013,ERINUD,Eriogonum nudum var.nudum,NOT BLOOMING,0,LCP
N132,7/14/2013,ERINUD,Eriogonum nudum var.nudum,NOT BLOOMING,0,GH
N132,7/20/2013,ERINUD,Eriogonum nudum var.nudum,NOT BLOOMING,0,CRP
N132,8/1/2013,ERINUD,Eriogonum nudum var.nudum,FULL,1,LCP
N132,6/30/2013,ERISPE,Eriogonum spergulinum var. reddingianum,BEGINNING,1,LCP
N132,7/14/2013,ERISPE,Eriogonum spergulinum var. reddingianum,BEGINNING,1,GH
N132,7/20/2013,ERISPE,Eriogonum spergulinum var. reddingianum,FULL,3,CRP
N132,8/1/2013,ERISPE,Eriogonum spergulinum var. reddingianum,NOT BLOOMING,0,LCP
N132,6/30/2013,ERIUMB,Eriogonum umbellatum,NOT BLOOMING,0,LCP
N132,7/14/2013,ERIUMB,Eriogonum umbellatum,BEGINNING,2,GH
N132,7/20/2013,ERIUMB,Eriogonum umbellatum,BEGINNING,2,CRP
N132,8/1/2013,ERIUMB,Eriogonum umbellatum,FINISHING,1,LCP
N132,6/30/2013,GAYDIF,Gayophytum diffusum ,FULL,1,LCP
N132,7/14/2013,GAYDIF,Gayophytum diffusum ,FULL,1,GH
N132,7/20/2013,GAYDIF,Gayophytum diffusum ,FULL,1,CRP
N132,8/1/2013,GAYDIF,Gayophytum diffusum ,FINISHING,1,LCP
N132,6/30/2013,GAYERI,Gayophytum eriospermum,FULL,4,LCP
N132,7/14/2013,GAYERI,Gayophytum eriospermum,FULL,4,GH
N132,7/20/2013,GAYERI,Gayophytum eriospermum,FULL,4,CRP
N132,8/1/2013,GAYERI,Gayophytum eriospermum,FINISHING,3,LCP
N132,6/30/2013,LUPBRE,Lupinus breweri var. breweri,FULL,4,LCP
N132,7/14/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,3,GH
N132,7/20/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,3,CRP
N132,8/1/2013,LUPBRE,Lupinus breweri var. breweri,NOT BLOOMING,0,LCP
N133,7/8/2013,APOAND,Apocynum androsaemifolium ,FULL,5,CRP
N133,7/11/2013,APOAND,Apocynum androsaemifolium ,FULL,5,GH
N133,7/22/2013,APOAND,Apocynum androsaemifolium ,FINISHING,4,LCP
N133,7/25/2013,APOAND,Apocynum androsaemifolium ,FINISHING,4,GH
N133,7/8/2013,ARAREC,Arabis rectissima var. rectissima,FINISHING,3,CRP
N133,7/11/2013,ARAREC,Arabis rectissima var. rectissima,NOT BLOOMING,0,GH
N133,7/22/2013,ARAREC,Arabis rectissima var. rectissima,NOT BLOOMING,0,LCP
N133,7/25/2013,ARAREC,Arabis rectissima var. rectissima,NOT BLOOMING,0,GH
N133,7/8/2013,CALUMB,Calyptridium umbellatum,FULL,2,CRP
N133,7/11/2013,CALUMB,Calyptridium umbellatum,FULL,2,GH
N133,7/22/2013,CALUMB,Calyptridium umbellatum,FINISHING,1,LCP
N133,7/25/2013,CALUMB,Calyptridium umbellatum,NOT BLOOMING,0,GH
N133,7/8/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,CRP
N133,7/11/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,GH
N133,7/22/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,LCP
N133,7/25/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,GH
N133,7/8/2013,ERIUMB,Eriogonum umbellatum,NOT BLOOMING,0,CRP
N133,7/11/2013,ERIUMB,Eriogonum umbellatum,NOT BLOOMING,0,GH
N133,7/22/2013,ERIUMB,Eriogonum umbellatum,BEGINNING,1,LCP
N133,7/25/2013,ERIUMB,Eriogonum umbellatum,BEGINNING,2,GH
N133,7/8/2013,GAYDIF,Gayophytum diffusum ,FULL,4,CRP
N133,7/11/2013,GAYDIF,Gayophytum diffusum ,FULL,4,GH
N133,7/22/2013,GAYDIF,Gayophytum diffusum ,FULL,4,LCP
N133,7/25/2013,GAYDIF,Gayophytum diffusum ,FULL,4,GH
N133,7/8/2013,GAYERI,Gayophytum eriospermum,FULL,4,CRP
N133,7/11/2013,GAYERI,Gayophytum eriospermum,FULL,4,GH
N133,7/22/2013,GAYERI,Gayophytum eriospermum,FULL,4,LCP
N133,7/25/2013,GAYERI,Gayophytum eriospermum,FULL,4,GH
N133,7/8/2013,Gnaphalium sp.,Pseudognaphalium spp.,NOT BLOOMING,0,CRP
N133,7/11/2013,Gnaphalium sp.,Pseudognaphalium spp.,BEGINNING,2,GH
N133,7/22/2013,Gnaphalium sp.,Pseudognaphalium spp.,BEGINNING,2,LCP
N133,7/25/2013,Gnaphalium sp.,Pseudognaphalium spp.,BEGINNING,2,GH
N133,7/8/2013,LUPBRE,Lupinus breweri var. breweri,FULL,4,CRP
N133,7/11/2013,LUPBRE,Lupinus breweri var. breweri,FULL,4,GH
N133,7/22/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,LCP
N133,7/25/2013,LUPBRE,Lupinus breweri var. breweri,NOT BLOOMING,0,GH
N133,7/8/2013,PHAHAS,Phacelia hastata ssp. compacta,FULL,3,CRP
N133,7/11/2013,PHAHAS,Phacelia hastata ssp. compacta,FULL,3,GH
N133,7/22/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,1,LCP
N133,7/25/2013,PHAHAS,Phacelia hastata ssp. compacta,NOT BLOOMING,0,GH
N134,7/8/2013,ACHMIL,Achillea millefolium,FULL,2,LCP
N134,7/11/2013,ACHMIL,Achillea millefolium,FULL,2,CRP
N134,7/22/2013,ACHMIL,Achillea millefolium,FULL,2,GH
N134,7/25/2013,ACHMIL,Achillea millefolium,FULL,2,CRP
N134,7/8/2013,AQUFOR,Aquilegia formosa,FULL,1,LCP
N134,7/11/2013,AQUFOR,Aquilegia formosa,FULL,1,CRP
N134,7/22/2013,AQUFOR,Aquilegia formosa,NOT BLOOMING,0,GH
N134,7/25/2013,AQUFOR,Aquilegia formosa,NOT BLOOMING,0,CRP
N134,7/8/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,BEGINNING,3,LCP
N134,7/11/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FULL,3,CRP
N134,7/22/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FULL,3,GH
N134,7/25/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FINISHING,3,CRP
N134,7/8/2013,GAYDIF,Gayophytum diffusum ,FULL,2,LCP
N134,7/11/2013,GAYDIF,Gayophytum diffusum ,FULL,2,CRP
N134,7/22/2013,GAYDIF,Gayophytum diffusum ,FULL,2,GH
N134,7/25/2013,GAYDIF,Gayophytum diffusum ,FULL,2,CRP
N134,7/8/2013,GAYERI,Gayophytum eriospermum,FULL,3,LCP
N134,7/11/2013,GAYERI,Gayophytum eriospermum,FULL,3,CRP
N134,7/22/2013,GAYERI,Gayophytum eriospermum,FULL,3,GH
N134,7/25/2013,GAYERI,Gayophytum eriospermum,FULL,3,CRP
N134,7/8/2013,Gnaphalium sp.,Pseudognaphalium spp.,BEGINNING,2,LCP
N134,7/11/2013,Gnaphalium sp.,Pseudognaphalium spp.,FULL,2,CRP
N134,7/22/2013,Gnaphalium sp.,Pseudognaphalium spp.,FULL,2,GH
N134,7/25/2013,Gnaphalium sp.,Pseudognaphalium spp.,FULL,2,CRP
N134,7/8/2013,HIEALB,Hieracium albiflorum,FULL,2,LCP
N134,7/11/2013,HIEALB,Hieracium albiflorum,FULL,2,CRP
N134,7/22/2013,HIEALB,Hieracium albiflorum,FINISHING,2,GH
N134,7/25/2013,HIEALB,Hieracium albiflorum,FINISHING,2,CRP
N134,7/8/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,LCP
N134,7/11/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,CRP
N134,7/22/2013,LUPBRE,Lupinus breweri var. breweri,NOT BLOOMING,0,GH
N134,7/25/2013,LUPBRE,Lupinus breweri var. breweri,NOT BLOOMING,0,CRP
N134,7/8/2013,LUPLAT,Lupinus latifolius var.columbianus,FULL,4,LCP
N134,7/11/2013,LUPLAT,Lupinus latifolius var.columbianus,FULL,4,CRP
N134,7/22/2013,LUPLAT,Lupinus latifolius var.columbianus,FINISHING,4,GH
N134,7/25/2013,LUPLAT,Lupinus latifolius var.columbianus,FINISHING,4,CRP
N134,7/8/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,3,LCP
N134,7/11/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,3,CRP
N134,7/22/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,2,GH
N134,7/25/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,2,CRP
N134,7/8/2013,SOLCAN,Solidago canadensis ssp. elongata,NOT BLOOMING,0,LCP
N134,7/11/2013,SOLCAN,Solidago canadensis ssp. elongata,NOT BLOOMING,0,CRP
N134,7/22/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,2,GH
N134,7/25/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,2,CRP
N135,7/8/2013,APOAND,Apocynum androsaemifolium ,BEGINNING,2,GH
N135,7/11/2013,APOAND,Apocynum androsaemifolium ,BEGINNING,2,LCP
N135,7/22/2013,APOAND,Apocynum androsaemifolium ,FINISHING,1,CRP
N135,7/25/2013,APOAND,Apocynum androsaemifolium ,FINISHING,1,LCP
N135,7/8/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,GH
N135,7/11/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,LCP
N135,7/22/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,CRP
N135,7/25/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,LCP
N135,7/8/2013,CASAPP,Castilleja applegatei ssp. disticha,FULL,2,GH
N135,7/11/2013,CASAPP,Castilleja applegatei ssp. disticha,FULL,2,LCP
N135,7/22/2013,CASAPP,Castilleja applegatei ssp. disticha,FINISHING,1,CRP
N135,7/25/2013,CASAPP,Castilleja applegatei ssp. disticha,FINISHING,1,LCP
N135,7/8/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,2,GH
N135,7/11/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,2,LCP
N135,7/22/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,2,CRP
N135,7/25/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,1,LCP
N135,7/8/2013,ERIUMB,Eriogonum umbellatum,BEGINNING,1,GH
N135,7/11/2013,ERIUMB,Eriogonum umbellatum,FULL,2,LCP
N135,7/22/2013,ERIUMB,Eriogonum umbellatum,FULL,3,CRP
N135,7/25/2013,ERIUMB,Eriogonum umbellatum,FINISHING,2,LCP
N135,7/8/2013,GAYDIF,Gayophytum diffusum ,FULL,3,GH
N135,7/11/2013,GAYDIF,Gayophytum diffusum ,FULL,3,LCP
N135,7/22/2013,GAYDIF,Gayophytum diffusum ,FULL,3,CRP
N135,7/25/2013,GAYDIF,Gayophytum diffusum ,FINISHING,2,LCP
N135,7/8/2013,GAYERI,Gayophytum eriospermum,FULL,1,GH
N135,7/11/2013,GAYERI,Gayophytum eriospermum,FULL,1,LCP
N135,7/22/2013,GAYERI,Gayophytum eriospermum,FULL,2,CRP
N135,7/25/2013,GAYERI,Gayophytum eriospermum,FULL,2,LCP
N135,7/8/2013,IPOAGG,Ipomopsis aggregata ssp. formosissima,FULL,2,GH
N135,7/11/2013,IPOAGG,Ipomopsis aggregata ssp. formosissima,FULL,2,LCP
N135,7/22/2013,IPOAGG,Ipomopsis aggregata ssp. formosissima,FULL,2,CRP
N135,7/25/2013,IPOAGG,Ipomopsis aggregata ssp. formosissima,FINISHING,2,LCP
N135,7/8/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,GH
N135,7/11/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,LCP
N135,7/22/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,1,CRP
N135,7/25/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,1,LCP
N135,7/8/2013,MALFLO,Malacothrix floccifera,FULL,2,GH
N135,7/11/2013,MALFLO,Malacothrix floccifera,FULL,2,LCP
N135,7/22/2013,MALFLO,Malacothrix floccifera,FINISHING,1,CRP
N135,7/25/2013,MALFLO,Malacothrix floccifera,FINISHING,1,LCP
N135,7/8/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,2,GH
N135,7/11/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,2,LCP
N135,7/22/2013,MONODO,Monardella odoratissima ssp. pallida,NOT BLOOMING,0,CRP
N135,7/25/2013,MONODO,Monardella odoratissima ssp. pallida,NOT BLOOMING,0,LCP
N135,7/8/2013,ERIWRI,Eriogonum wrightti var. subscaposum,NOT BLOOMING,0,GH
N135,7/11/2013,ERIWRI,Eriogonum wrightti var. subscaposum,NOT BLOOMING,0,LCP
N135,7/22/2013,ERIWRI,Eriogonum wrightti var. subscaposum,NOT BLOOMING,0,CRP
N135,7/25/2013,ERIWRI,Eriogonum wrightti var. subscaposum,BEGINNING,3,LCP
N135,7/8/2013,ERIBLO,Ericameria bloomeri,NOT BLOOMING,0,GH
N135,7/11/2013,ERIBLO,Ericameria bloomeri,NOT BLOOMING,0,LCP
N135,7/22/2013,ERIBLO,Ericameria bloomeri,NOT BLOOMING,0,CRP
N135,7/25/2013,ERIBLO,Ericameria bloomeri,BEGINNING,1,LCP
N135,7/8/2013,PENNEW,Penstemon newberryi var.newberryi,NOT BLOOMING,0,GH
N135,7/11/2013,PENNEW,Penstemon newberryi var.newberryi,NOT BLOOMING,0,LCP
N135,7/22/2013,PENNEW,Penstemon newberryi var.newberryi,NOT BLOOMING,0,CRP
N135,7/25/2013,PENNEW,Penstemon newberryi var.newberryi,NOT BLOOMING,0,LCP
N136,7/9/2013,ACOCOL,Aconitum columbianum,FULL,3,GH
N136,7/12/2013,ACOCOL,Aconitum columbianum,FULL,3,LCP
N136,7/22/2013,ACOCOL,Aconitum columbianum,FINISHING,3,CRP
N136,7/26/2013,ACOCOL,Aconitum columbianum,FINISHING,3,LCP
N136,7/9/2013,AQUFOR,Aquilegia formosa,FULL,1,GH
N136,7/12/2013,AQUFOR,Aquilegia formosa,FULL,1,LCP
N136,7/22/2013,AQUFOR,Aquilegia formosa,NOT BLOOMING,0,CRP
N136,7/26/2013,AQUFOR,Aquilegia formosa,NOT BLOOMING,0,LCP
N136,7/9/2013,EPICIL,Epilobium ciliatum ssp. glandulosum,FULL,3,GH
N136,7/12/2013,EPICIL,Epilobium ciliatum ssp. glandulosum,FULL,3,LCP
N136,7/22/2013,EPICIL,Epilobium ciliatum ssp. glandulosum,FULL,3,CRP
N136,7/26/2013,EPICIL,Epilobium ciliatum ssp. glandulosum,FULL,3,LCP
N136,7/9/2013,GERRIC,Geranium richardsonii,FULL,3,GH
N136,7/12/2013,GERRIC,Geranium richardsonii,FULL,3,LCP
N136,7/22/2013,GERRIC,Geranium richardsonii,FULL,3,CRP
N136,7/26/2013,GERRIC,Geranium richardsonii,FINISHING,2,LCP
N136,7/9/2013,HERMAX,Heracleum lanatum,FULL,2,GH
N136,7/12/2013,HERMAX,Heracleum lanatum,FULL,2,LCP
N136,7/22/2013,HERMAX,Heracleum lanatum,FINISHING,2,CRP
N136,7/26/2013,HERMAX,Heracleum lanatum,FINISHING,1,LCP
N136,7/9/2013,LILPAR,Lilium pardalinum ssp. pardalinum,FULL,2,GH
N136,7/12/2013,LILPAR,Lilium pardalinum ssp. pardalinum,FULL,2,LCP
N136,7/22/2013,LILPAR,Lilium pardalinum ssp. pardalinum,NOT BLOOMING,0,CRP
N136,7/26/2013,LILPAR,Lilium pardalinum ssp. pardalinum,NOT BLOOMING,0,LCP
N136,7/9/2013,LUPLAT,Lupinus latifolius var.columbianus,FULL,2,GH
N136,7/12/2013,LUPLAT,Lupinus latifolius var.columbianus,FULL,2,LCP
N136,7/22/2013,LUPLAT,Lupinus latifolius var.columbianus,FINISHING,2,CRP
N136,7/26/2013,LUPLAT,Lupinus latifolius var.columbianus,FINISHING,2,LCP
N136,7/9/2013,MIMFLO,Mimulus florida,FULL,2,GH
N136,7/12/2013,MIMFLO,Mimulus florida,FULL,2,LCP
N136,7/22/2013,MIMFLO,Mimulus florida,FULL,2,CRP
N136,7/26/2013,MIMFLO,Mimulus florida,FULL,2,LCP
N136,7/9/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,1,GH
N136,7/12/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,1,LCP
N136,7/22/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,1,CRP
N136,7/26/2013,PHAHAS,Phacelia hastata ssp. compacta,NOT BLOOMING,0,LCP
N136,7/9/2013,POLBIS,Polygonum bistortoides,FULL,3,GH
N136,7/12/2013,POLBIS,Polygonum bistortoides,FULL,3,LCP
N136,7/22/2013,POLBIS,Polygonum bistortoides,FINISHING,2,CRP
N136,7/26/2013,POLBIS,Polygonum bistortoides,FINISHING,2,LCP
N136,7/9/2013,STAALB,Stachys alba,FULL,3,GH
N136,7/12/2013,STAALB,Stachys alba,FULL,3,LCP
N136,7/22/2013,STAALB,Stachys alba,FULL,4,CRP
N136,7/26/2013,STAALB,Stachys alba,FULL,3,LCP
N136,7/9/2013,SENTRI,Senecio triangularis,FINISHING,1,GH
N136,7/12/2013,SENTRI,Senecio triangularis,FINISHING,1,LCP
N136,7/22/2013,SENTRI,Senecio triangularis,NOT BLOOMING,0,CRP
N136,7/26/2013,SENTRI,Senecio triangularis,NOT BLOOMING,0,LCP
N136,7/9/2013,HIEALB,Hieracium albiflorum,FULL,2,GH
N136,7/12/2013,HIEALB,Hieracium albiflorum,FULL,2,LCP
N136,7/22/2013,HIEALB,Hieracium albiflorum,FINISHING,2,CRP
N136,7/26/2013,HIEALB,Hieracium albiflorum,FINISHING,2,LCP
N136,7/9/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,BEGINNING,1,GH
N136,7/12/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,BEGINNING,1,LCP
N136,7/22/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FINISHING,2,CRP
N136,7/26/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FINISHING,1,LCP
N136,7/9/2013,VERCAL,Veratrum californicum,BEGINNING,1,GH
N136,7/12/2013,VERCAL,Veratrum californicum,BEGINNING,1,LCP
N136,7/22/2013,VERCAL,Veratrum californicum,FULL,2,CRP
N136,7/26/2013,VERCAL,Veratrum californicum,FULL,2,LCP
N136,7/9/2013,Osmorhiza sp.,Osmorhiza bertero chilensis,NOT BLOOMING,0,GH
N136,7/12/2013,Osmorhiza sp.,Osmorhiza bertero chilensis,NOT BLOOMING,0,LCP
N136,7/22/2013,Osmorhiza sp.,Osmorhiza bertero chilensis,FULL,3,CRP
N136,7/26/2013,Osmorhiza sp.,Osmorhiza bertero chilensis,FULL,2,LCP
N136,7/9/2013,SOLCAN,Solidago canadensis ssp. elongata,NOT BLOOMING,0,GH
N136,7/12/2013,SOLCAN,Solidago canadensis ssp. elongata,NOT BLOOMING,0,LCP
N136,7/22/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,2,CRP
N136,7/26/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,2,LCP
N137,7/9/2013,ACHMIL,Achillea millefolium,FULL,3,CRP
N137,7/12/2013,ACHMIL,Achillea millefolium,FULL,3,GH
N137,7/24/2013,ACHMIL,Achillea millefolium,FINISHING,2,LCP
N137,7/26/2013,ACHMIL,Achillea millefolium,,,CRP
N137,7/9/2013,COLTOR,Collinsia torreyi var. torreyi,FINISHING,4,CRP
N137,7/12/2013,COLTOR,Collinsia torreyi var. torreyi,FINISHING,4,GH
N137,7/24/2013,COLTOR,Collinsia torreyi var. torreyi,FINISHING,1,LCP
N137,7/26/2013,COLTOR,Collinsia torreyi var. torreyi,,,CRP
N137,7/9/2013,CYMTER,Cymopterus terebinthinus,FULL,4,CRP
N137,7/12/2013,CYMTER,Cymopterus terebinthinus,FULL,4,GH
N137,7/24/2013,CYMTER,Cymopterus terebinthinus,FINISHING,1,LCP
N137,7/26/2013,CYMTER,Cymopterus terebinthinus,,,CRP
N137,7/9/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,3,CRP
N137,7/12/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,3,GH
N137,7/24/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,2,LCP
N137,7/26/2013,ERIBRE,Erigeron brewerii var. brewerii,,,CRP
N137,7/9/2013,GAYERI,Gayophytum eriospermum,FULL,5,CRP
N137,7/12/2013,GAYERI,Gayophytum eriospermum,FULL,5,GH
N137,7/24/2013,GAYERI,Gayophytum eriospermum,FULL,4,LCP
N137,7/26/2013,GAYERI,Gayophytum eriospermum,,,CRP
N137,7/9/2013,HACMIC,Hackelia micrantha,FULL,2,CRP
N137,7/12/2013,HACMIC,Hackelia micrantha,FULL,2,GH
N137,7/24/2013,HACMIC,Hackelia micrantha,FINISHING,1,LCP
N137,7/26/2013,HACMIC,Hackelia micrantha,,,CRP
N137,7/9/2013,LUPBRE,Lupinus breweri var. breweri,FULL,4,CRP
N137,7/12/2013,LUPBRE,Lupinus breweri var. breweri,FULL,4,GH
N137,7/24/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,LCP
N137,7/26/2013,LUPBRE,Lupinus breweri var. breweri,,,CRP
N137,7/9/2013,LUPFUL,Lupinus fulcratus,FULL,3,CRP
N137,7/12/2013,LUPFUL,Lupinus fulcratus,FULL,3,GH
N137,7/24/2013,LUPFUL,Lupinus fulcratus,FINISHING,2,LCP
N137,7/26/2013,LUPFUL,Lupinus fulcratus,,,CRP
N137,7/9/2013,MONODO,Monardella odoratissima ssp. pallida,FULL,2,CRP
N137,7/12/2013,MONODO,Monardella odoratissima ssp. pallida,FULL,2,GH
N137,7/24/2013,MONODO,Monardella odoratissima ssp. pallida,FULL,2,LCP
N137,7/26/2013,MONODO,Monardella odoratissima ssp. pallida,,,CRP
N137,7/9/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,4,CRP
N137,7/12/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,4,GH
N137,7/24/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,3,LCP
N137,7/26/2013,PHAHAS,Phacelia hastata ssp. compacta,,,CRP
N137,7/9/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,2,CRP
N137,7/12/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,2,GH
N137,7/24/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,2,LCP
N137,7/26/2013,SOLCAN,Solidago canadensis ssp. elongata,,,CRP
N137,7/9/2013,APOAND,Apocynum androsaemifolium ,FULL,3,CRP
N137,7/12/2013,APOAND,Apocynum androsaemifolium ,FULL,3,GH
N137,7/24/2013,APOAND,Apocynum androsaemifolium ,FINISHING,3,LCP
N137,7/26/2013,APOAND,Apocynum androsaemifolium ,,,CRP
N137,7/9/2013,GAYDIF,Gayophytum diffusum ,FULL,4,CRP
N137,7/12/2013,GAYDIF,Gayophytum diffusum ,FULL,4,GH
N137,7/24/2013,GAYDIF,Gayophytum diffusum ,FULL,4,LCP
N137,7/26/2013,GAYDIF,Gayophytum diffusum ,,,CRP
N137,7/9/2013,CALUMB,Calyptridium umbellatum,FINISHING,1,CRP
N137,7/12/2013,CALUMB,Calyptridium umbellatum,FINISHING,1,GH
N137,7/24/2013,CALUMB,Calyptridium umbellatum,FINISHING,1,LCP
N137,7/26/2013,CALUMB,Calyptridium umbellatum,,,CRP
N137,7/9/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,NOT BLOOMING,0,CRP
N137,7/12/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,NOT BLOOMING,0,GH
N137,7/24/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FULL,1,LCP
N137,7/26/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,,,CRP
N137,7/9/2013,MALFLO,Malacothrix floccifera,FULL,2,CRP
N137,7/12/2013,MALFLO,Malacothrix floccifera,FULL,2,GH
N137,7/24/2013,MALFLO,Malacothrix floccifera,FINISHING,2,LCP
