Site,Date,FieldPlantSp,PlantSp,BloomStatus,NumFlower,Collector
N137,7/26/2013,MALFLO,Malacothrix floccifera,,,CRP
N137,7/9/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,CRP
N137,7/12/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,GH
N137,7/24/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,LCP
N137,7/26/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,CRP
N137,7/9/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,CRP
N137,7/12/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,GH
N137,7/24/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,LCP
N137,7/26/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,CRP
N139,7/9/2013,APOAND,Apocynum androsaemifolium ,BEGINNING,1,LCP
N139,7/12/2013,APOAND,Apocynum androsaemifolium ,FULL,3,CRP
N139,7/24/2013,APOAND,Apocynum androsaemifolium ,FINISHING,2,GH
N139,7/26/2013,APOAND,Apocynum androsaemifolium ,FINISHING,2,GH
N139,7/9/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,LCP
N139,7/12/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,CRP
N139,7/24/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,GH
N139,7/26/2013,ARCPAT,Arctostaphylos patula,NOT BLOOMING,0,GH
N139,7/9/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,2,LCP
N139,7/12/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,3,CRP
N139,7/24/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,2,GH
N139,7/26/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,2,GH
N139,7/9/2013,ERIUMB,Eriogonum umbellatum,BEGINNING,1,LCP
N139,7/12/2013,ERIUMB,Eriogonum umbellatum,BEGINNING,3,CRP
N139,7/24/2013,ERIUMB,Eriogonum umbellatum,FULL,3,GH
N139,7/26/2013,ERIUMB,Eriogonum umbellatum,FULL,3,GH
N139,7/9/2013,GAYERI,Gayophytum eriospermum,FULL,3,LCP
N139,7/12/2013,GAYERI,Gayophytum eriospermum,FULL,3,CRP
N139,7/24/2013,GAYERI,Gayophytum eriospermum,FULL,3,GH
N139,7/26/2013,GAYERI,Gayophytum eriospermum,FULL,3,GH
N139,7/9/2013,IVESAN,Ivesia santolinoides,FULL,3,LCP
N139,7/12/2013,IVESAN,Ivesia santolinoides,FULL,3,CRP
N139,7/24/2013,IVESAN,Ivesia santolinoides,FULL,2,GH
N139,7/26/2013,IVESAN,Ivesia santolinoides,FULL,2,GH
N139,7/9/2013,LUPBRE,Lupinus breweri var. breweri,NOT BLOOMING,0,LCP
N139,7/12/2013,LUPBRE,Lupinus breweri var. breweri,NOT BLOOMING,0,CRP
N139,7/24/2013,LUPBRE,Lupinus breweri var. breweri,NOT BLOOMING,0,GH
N139,7/26/2013,LUPBRE,Lupinus breweri var. breweri,NOT BLOOMING,0,GH
N139,7/9/2013,MIMWHI,Mimulus whitneyi,FINISHING,1,LCP
N139,7/12/2013,MIMWHI,Mimulus whitneyi,FINISHING,1,CRP
N139,7/24/2013,MIMWHI,Mimulus whitneyi,NOT BLOOMING,0,GH
N139,7/26/2013,MIMWHI,Mimulus whitneyi,NOT BLOOMING,0,GH
N139,7/9/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,2,LCP
N139,7/12/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,2,CRP
N139,7/24/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,2,GH
N139,7/26/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,2,GH
P24,6/27/2013,APOAND,Apocynum androsaemifolium ,NOT BLOOMING,0,CC
P24,7/13/2013,APOAND,Apocynum androsaemifolium ,NOT BLOOMING,0,CRP
P24,7/19/2013,APOAND,Apocynum androsaemifolium ,NOT BLOOMING,0,CRP
P24,7/29/2013,APOAND,Apocynum androsaemifolium ,NOT BLOOMING,0,GH
P24,6/27/2013,Calochortus spp.,Calochortus spp.,FULL,1,CC
P24,7/13/2013,Calochortus spp.,Calochortus spp.,NOT BLOOMING,0,CRP
P24,7/19/2013,Calochortus spp.,Calochortus spp.,NOT BLOOMING,0,CRP
P24,7/29/2013,Calochortus spp.,Calochortus spp.,NOT BLOOMING,0,GH
P24,6/27/2013,CHADOU,Chaenactis douglasii var. douglasii,FULL,2,CC
P24,7/13/2013,CHADOU,Chaenactis douglasii var. douglasii,FINISHING,2,CRP
P24,7/19/2013,CHADOU,Chaenactis douglasii var. douglasii,FINISHING,2,CRP
P24,7/29/2013,CHADOU,Chaenactis douglasii var. douglasii,NOT BLOOMING,0,GH
P24,6/27/2013,COLTOR,Collinsia torreyi var. torreyi,FINISHING,1,CC
P24,7/13/2013,COLTOR,Collinsia torreyi var. torreyi,NOT BLOOMING,0,CRP
P24,7/19/2013,COLTOR,Collinsia torreyi var. torreyi,NOT BLOOMING,0,CRP
P24,7/29/2013,COLTOR,Collinsia torreyi var. torreyi,NOT BLOOMING,0,GH
P24,6/27/2013,ERIBRE,Erigeron brewerii var. brewerii,BEGINNING,0,CC
P24,7/13/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,2,CRP
P24,7/19/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,1,CRP
P24,7/29/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,1,GH
P24,6/27/2013,ERINUD,Eriogonum nudum var.nudum,BEGINNING,2,CC
P24,7/13/2013,ERINUD,Eriogonum nudum var.nudum,FULL,2,CRP
P24,7/19/2013,ERINUD,Eriogonum nudum var.nudum,FINISHING,2,CRP
P24,7/29/2013,ERINUD,Eriogonum nudum var.nudum,NOT BLOOMING,0,GH
P24,6/27/2013,GAYDIF,Gayophytum diffusum ,FULL,3,CC
P24,7/13/2013,GAYDIF,Gayophytum diffusum ,FULL,3,CRP
P24,7/19/2013,GAYDIF,Gayophytum diffusum ,FULL,3,CRP
P24,7/29/2013,GAYDIF,Gayophytum diffusum ,FULL,3,GH
P24,6/27/2013,LUPBRE,Lupinus breweri var. breweri,FULL,1,CC
P24,7/13/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,CRP
P24,7/19/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,1,CRP
P24,7/29/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,1,GH
P24,6/27/2013,PEDSEM,Pedicularis semibarbata,FINISHING,1,CC
P24,7/13/2013,PEDSEM,Pedicularis semibarbata,NOT BLOOMING,0,CRP
P24,7/19/2013,PEDSEM,Pedicularis semibarbata,NOT BLOOMING,0,CRP
P24,7/29/2013,PEDSEM,Pedicularis semibarbata,NOT BLOOMING,0,GH
P24,6/27/2013,PHAHAS,Phacelia hastata ssp. compacta,FULL,2,CC
P24,7/13/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,2,CRP
P24,7/19/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,2,CRP
P24,7/29/2013,PHAHAS,Phacelia hastata ssp. compacta,NOT BLOOMING,0,GH
P310,6/29/2013,Calochortus spp.,Calochortus spp.,FINISHING,1,LCP
P310,7/13/2013,Calochortus spp.,Calochortus spp.,NOT BLOOMING,0,BES
P310,7/17/2013,Calochortus spp.,Calochortus spp.,NOT BLOOMING,0,CRP
P310,7/31/2013,Calochortus spp.,Calochortus spp.,NOT BLOOMING,0,GH
P310,6/29/2013,KELGAL,Kelloggia galioides,FULL,1,LCP
P310,7/13/2013,KELGAL,Kelloggia galioides,FULL,1,BES
P310,7/17/2013,KELGAL,Kelloggia galioides,FINISHING,1,CRP
P310,7/31/2013,KELGAL,Kelloggia galioides,FINISHING,1,GH
P310,6/29/2013,ACHMIL,Achillea millefolium,FULL,2,LCP
P310,7/13/2013,ACHMIL,Achillea millefolium,FULL,2,BES
P310,7/17/2013,ACHMIL,Achillea millefolium,FULL,2,CRP
P310,7/31/2013,ACHMIL,Achillea millefolium,FULL,1,GH
P310,6/29/2013,APOAND,Apocynum androsaemifolium ,NOT BLOOMING,0,LCP
P310,7/13/2013,APOAND,Apocynum androsaemifolium ,FINISHING,3,BES
P310,7/17/2013,APOAND,Apocynum androsaemifolium ,FINISHING,3,CRP
P310,7/31/2013,APOAND,Apocynum androsaemifolium ,FINISHING,2,GH
P310,6/29/2013,CASAPP,Castilleja applegatei ssp. disticha,FULL,2,LCP
P310,7/13/2013,CASAPP,Castilleja applegatei ssp. disticha,FULL,2,BES
P310,7/17/2013,CASAPP,Castilleja applegatei ssp. disticha,FULL,2,CRP
P310,7/31/2013,CASAPP,Castilleja applegatei ssp. disticha,FINISHING,1,GH
P310,6/29/2013,CEACOR,Ceanothus cordulatus,FINISHING,2,LCP
P310,7/13/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,BES
P310,7/17/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,CRP
P310,7/31/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,GH
P310,6/29/2013,ERIBRE,Erigeron brewerii var. brewerii,BEGINNING,2,LCP
P310,7/13/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,2,BES
P310,7/17/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,3,CRP
P310,7/31/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,3,GH
P310,6/29/2013,ERIUMB,Eriogonum umbellatum,NOT BLOOMING,0,LCP
P310,7/13/2013,ERIUMB,Eriogonum umbellatum,FULL,3,BES
P310,7/17/2013,ERIUMB,Eriogonum umbellatum,FULL,2,CRP
P310,7/31/2013,ERIUMB,Eriogonum umbellatum,FULL,2,GH
P310,6/29/2013,GAYERI,Gayophytum eriospermum,FULL,3,LCP
P310,7/13/2013,GAYERI,Gayophytum eriospermum,FULL,3,BES
P310,7/17/2013,GAYERI,Gayophytum eriospermum,FULL,3,CRP
P310,7/31/2013,GAYERI,Gayophytum eriospermum,FULL,3,GH
P310,6/29/2013,LUPBRE,Lupinus breweri var. breweri,FULL,4,LCP
P310,7/13/2013,LUPBRE,Lupinus breweri var. breweri,FULL,4,BES
P310,7/17/2013,LUPBRE,Lupinus breweri var. breweri,FULL,4,CRP
P310,7/31/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,GH
P310,6/29/2013,MONODO,Monardella odoratissima ssp. pallida,BEGINNING,1,LCP
P310,7/13/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,3,BES
P310,7/17/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,3,CRP
P310,7/31/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,3,GH
P310,6/29/2013,SOLCAN,Solidago canadensis ssp. elongata,NOT BLOOMING,0,LCP
P310,7/13/2013,SOLCAN,Solidago canadensis ssp. elongata,NOT BLOOMING,0,BES
P310,7/17/2013,SOLCAN,Solidago canadensis ssp. elongata,BEGINNING,2,CRP
P310,7/31/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,2,GH
P33,6/27/2013,CEACOR,Ceanothus cordulatus,FINISHING,3,CRP
P33,7/13/2013,CEACOR,Ceanothus cordulatus,FINISHING,2,RW
P33,7/18/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,GH
P33,7/29/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,CRP
P33,6/27/2013,CIRAND,Cirsium andersonii,NOT BLOOMING,0,CRP
P33,7/13/2013,CIRAND,Cirsium andersonii,BEGINNING,1,RW
P33,7/18/2013,CIRAND,Cirsium andersonii,BEGINNING,1,GH
P33,7/29/2013,CIRAND,Cirsium andersonii,FULL,2,CRP
P33,6/27/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,2,CRP
P33,7/13/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,2,RW
P33,7/18/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,2,GH
P33,7/29/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,4,CRP
P33,6/27/2013,ERINUD,Eriogonum nudum var.nudum,FULL,1,CRP
P33,7/13/2013,ERINUD,Eriogonum nudum var.nudum,FULL,1,RW
P33,7/18/2013,ERINUD,Eriogonum nudum var.nudum,FULL,1,GH
P33,7/29/2013,ERINUD,Eriogonum nudum var.nudum,FULL,3,CRP
P33,6/27/2013,GAYDIF,Gayophytum diffusum ,FULL,3,CRP
P33,7/13/2013,GAYDIF,Gayophytum diffusum ,FULL,3,RW
P33,7/18/2013,GAYDIF,Gayophytum diffusum ,FULL,3,GH
P33,7/29/2013,GAYDIF,Gayophytum diffusum ,FULL,4,CRP
P33,6/27/2013,GAYERI,Gayophytum eriospermum,FULL,2,CRP
P33,7/13/2013,GAYERI,Gayophytum eriospermum,FULL,2,RW
P33,7/18/2013,GAYERI,Gayophytum eriospermum,FULL,2,GH
P33,7/29/2013,GAYERI,Gayophytum eriospermum,FULL,3,CRP
P33,6/27/2013,HACMIC,Hackelia micrantha,FULL,2,CRP
P33,7/13/2013,HACMIC,Hackelia micrantha,FINISHING,1,RW
P33,7/18/2013,HACMIC,Hackelia micrantha,FINISHING,1,GH
P33,7/29/2013,HACMIC,Hackelia micrantha,FINISHING,1,CRP
P33,6/27/2013,MONODO,Monardella odoratissima ssp. pallida,NOT BLOOMING,0,CRP
P33,7/13/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,2,RW
P33,7/18/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,2,GH
P33,7/29/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,2,CRP
P33,6/27/2013,PHAHAS,Phacelia hastata ssp. compacta,FULL,2,CRP
P33,7/13/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,2,RW
P33,7/18/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,2,GH
P33,7/29/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,2,CRP
P33,6/27/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,NOT BLOOMING,0,CRP
P33,7/13/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,NOT BLOOMING,0,RW
P33,7/18/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FULL,1,GH
P33,7/29/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FINISHING,1,CRP
P33,6/27/2013,ACHMIL,Achillea millefolium,FULL,2,CRP
P33,7/13/2013,ACHMIL,Achillea millefolium,FULL,2,RW
P33,7/18/2013,ACHMIL,Achillea millefolium,FULL,2,GH
P33,7/29/2013,ACHMIL,Achillea millefolium,FULL,2,CRP
P33,6/27/2013,ERIUMB,Eriogonum umbellatum,NOT BLOOMING,0,CRP
P33,7/13/2013,ERIUMB,Eriogonum umbellatum,NOT BLOOMING,0,RW
P33,7/18/2013,ERIUMB,Eriogonum umbellatum,BEGINNING,2,GH
P33,7/29/2013,ERIUMB,Eriogonum umbellatum,FULL,3,CRP
P33,6/27/2013,ERIBLO,Ericameria bloomeri,NOT BLOOMING,0,CRP
P33,7/13/2013,ERIBLO,Ericameria bloomeri,NOT BLOOMING,0,RW
P33,7/18/2013,ERIBLO,Ericameria bloomeri,NOT BLOOMING,0,GH
P33,7/29/2013,ERIBLO,Ericameria bloomeri,FULL,3,CRP
P33,6/27/2013,Stephanomeria sp.,Stephanomeria sp.,NOT BLOOMING,0,CRP
P33,7/13/2013,Stephanomeria sp.,Stephanomeria sp.,NOT BLOOMING,0,RW
P33,7/18/2013,Stephanomeria sp.,Stephanomeria sp.,NOT BLOOMING,0,GH
P33,7/29/2013,Stephanomeria sp.,Stephanomeria sp.,FULL,2,CRP
P37,6/28/2013,CALUMB,Calyptridium umbellatum,FULL,1,CRP
P37,7/13/2013,CALUMB,Calyptridium umbellatum,NOT BLOOMING,0,LCP
P37,7/19/2013,CALUMB,Calyptridium umbellatum,NOT BLOOMING,0,GH
P37,7/30/2013,CALUMB,Calyptridium umbellatum,NOT BLOOMING,0,GH
P37,6/28/2013,ACHMIL,Achillea millefolium,FULL,2,CRP
P37,7/13/2013,ACHMIL,Achillea millefolium,FINISHING,2,LCP
P37,7/19/2013,ACHMIL,Achillea millefolium,FINISHING,2,GH
P37,7/30/2013,ACHMIL,Achillea millefolium,FINISHING,2,GH
P37,6/28/2013,Calochortus spp.,Calochortus spp.,FULL,1,CRP
P37,7/13/2013,Calochortus spp.,Calochortus spp.,NOT BLOOMING,0,LCP
P37,7/19/2013,Calochortus spp.,Calochortus spp.,NOT BLOOMING,0,GH
P37,7/30/2013,Calochortus spp.,Calochortus spp.,NOT BLOOMING,0,GH
P37,6/28/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,CRP
P37,7/13/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,LCP
P37,7/19/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,GH
P37,7/30/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,GH
P37,6/28/2013,CHADOU,Chaenactis douglasii var. douglasii,FULL,1,CRP
P37,7/13/2013,CHADOU,Chaenactis douglasii var. douglasii,FULL,1,LCP
P37,7/19/2013,CHADOU,Chaenactis douglasii var. douglasii,FINISHING,1,GH
P37,7/30/2013,CHADOU,Chaenactis douglasii var. douglasii,NOT BLOOMING,0,GH
P37,6/28/2013,ASTINT,Aster integrifolius,FULL,1,CRP
P37,7/13/2013,ASTINT,Aster integrifolius,FULL,1,LCP
P37,7/19/2013,ASTINT,Aster integrifolius,FULL,1,GH
P37,7/30/2013,ASTINT,Aster integrifolius,FULL,1,GH
P37,6/28/2013,GAYDIF,Gayophytum diffusum ,FULL,2,CRP
P37,7/13/2013,GAYDIF,Gayophytum diffusum ,FULL,2,LCP
P37,7/19/2013,GAYDIF,Gayophytum diffusum ,FULL,2,GH
P37,7/30/2013,GAYDIF,Gayophytum diffusum ,FULL,2,GH
P37,6/28/2013,HORTRI,Horkelia fusca ,FULL,5,CRP
P37,7/13/2013,HORTRI,Horkelia fusca ,FINISHING,4,LCP
P37,7/19/2013,HORTRI,Horkelia fusca ,FINISHING,3,GH
P37,7/30/2013,HORTRI,Horkelia fusca ,FINISHING,3,GH
P37,6/28/2013,LUPBRE,Lupinus breweri var. breweri,FULL,3,CRP
P37,7/13/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,LCP
P37,7/19/2013,LUPBRE,Lupinus breweri var. breweri,NOT BLOOMING,0,GH
P37,7/30/2013,LUPBRE,Lupinus breweri var. breweri,NOT BLOOMING,0,GH
P37,6/28/2013,PHAHAS,Phacelia hastata ssp. compacta,FULL,2,CRP
P37,7/13/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,1,LCP
P37,7/19/2013,PHAHAS,Phacelia hastata ssp. compacta,NOT BLOOMING,0,GH
P37,7/30/2013,PHAHAS,Phacelia hastata ssp. compacta,NOT BLOOMING,0,GH
P37,6/28/2013,POTGLA,Potentilla glandulosa,FULL,2,CRP
P37,7/13/2013,POTGLA,Potentilla glandulosa,FINISHING,1,LCP
P37,7/19/2013,POTGLA,Potentilla glandulosa,NOT BLOOMING,0,GH
P37,7/30/2013,POTGLA,Potentilla glandulosa,NOT BLOOMING,0,GH
P37,6/28/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,NOT BLOOMING,0,CRP
P37,7/13/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,BEGINNING,1,LCP
P37,7/19/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FULL,1,GH
P37,7/30/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FINISHING,1,GH
P43,6/28/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,2,LCP
P43,7/13/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,2,TS
P43,7/17/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,2,GH
P43,7/30/2013,ERIBRE,Erigeron brewerii var. brewerii,NOT BLOOMING,0,CRP
P43,6/28/2013,ERIUMB,Eriogonum umbellatum,NOT BLOOMING,0,LCP
P43,7/13/2013,ERIUMB,Eriogonum umbellatum,BEGINNING,2,TS
P43,7/17/2013,ERIUMB,Eriogonum umbellatum,BEGINNING,2,GH
P43,7/30/2013,ERIUMB,Eriogonum umbellatum,FINISHING,2,CRP
P43,6/28/2013,GAYDIF,Gayophytum diffusum ,FULL,4,LCP
P43,7/13/2013,GAYDIF,Gayophytum diffusum ,FULL,4,TS
P43,7/17/2013,GAYDIF,Gayophytum diffusum ,FULL,4,GH
P43,7/30/2013,GAYDIF,Gayophytum diffusum ,FINISHING,2,CRP
P43,6/28/2013,MONODO,Monardella odoratissima ssp. pallida,FULL,1,LCP
P43,7/13/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,1,TS
P43,7/17/2013,MONODO,Monardella odoratissima ssp. pallida,FINISHING,1,GH
P43,7/30/2013,MONODO,Monardella odoratissima ssp. pallida,NOT BLOOMING,0,CRP
W04,6/30/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,NOT BLOOMING,0,CRP
W04,7/14/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,BEGINNING,1,LCP
W04,7/20/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FULL,1,GH
W04,8/1/2013,EPIANG,Epilobium angustifloium ssp. circumvagum,FINISHING,1,GH
W04,6/30/2013,ACHMIL,Achillea millefolium,NOT BLOOMING,0,CRP
W04,7/14/2013,ACHMIL,Achillea millefolium,FULL,2,LCP
W04,7/20/2013,ACHMIL,Achillea millefolium,FULL,2,GH
W04,8/1/2013,ACHMIL,Achillea millefolium,FULL,2,GH
W04,6/30/2013,APOAND,Apocynum androsaemifolium ,NOT BLOOMING,0,CRP
W04,7/14/2013,APOAND,Apocynum androsaemifolium ,FULL,2,LCP
W04,7/20/2013,APOAND,Apocynum androsaemifolium ,FINISHING,2,GH
W04,8/1/2013,APOAND,Apocynum androsaemifolium ,FINISHING,2,GH
W04,6/30/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,CRP
W04,7/14/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,LCP
W04,7/20/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,GH
W04,8/1/2013,CEACOR,Ceanothus cordulatus,NOT BLOOMING,0,GH
W04,6/30/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,2,CRP
W04,7/14/2013,ERIBRE,Erigeron brewerii var. brewerii,FULL,2,LCP
W04,7/20/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,2,GH
W04,8/1/2013,ERIBRE,Erigeron brewerii var. brewerii,FINISHING,2,GH
W04,6/30/2013,GAYDIF,Gayophytum diffusum ,FULL,2,CRP
W04,7/14/2013,GAYDIF,Gayophytum diffusum ,FULL,2,LCP
W04,7/20/2013,GAYDIF,Gayophytum diffusum ,FULL,2,GH
W04,8/1/2013,GAYDIF,Gayophytum diffusum ,FULL,4,GH
W04,6/30/2013,GAYERI,Gayophytum eriospermum,FULL,1,CRP
W04,7/14/2013,GAYERI,Gayophytum eriospermum,FULL,1,LCP
W04,7/20/2013,GAYERI,Gayophytum eriospermum,FULL,1,GH
W04,8/1/2013,GAYERI,Gayophytum eriospermum,FULL,3,GH
W04,6/30/2013,KELGAL,Kelloggia galioides,NOT BLOOMING,0,CRP
W04,7/14/2013,KELGAL,Kelloggia galioides,FULL,2,LCP
W04,7/20/2013,KELGAL,Kelloggia galioides,FULL,2,GH
W04,8/1/2013,KELGAL,Kelloggia galioides,NOT BLOOMING,0,GH
W04,6/30/2013,LUPBRE,Lupinus breweri var. breweri,FULL,2,CRP
W04,7/14/2013,LUPBRE,Lupinus breweri var. breweri,FULL,2,LCP
W04,7/20/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,GH
W04,8/1/2013,LUPBRE,Lupinus breweri var. breweri,FINISHING,2,GH
W04,6/30/2013,PHAHAS,Phacelia hastata ssp. compacta,FULL,2,CRP
W04,7/14/2013,PHAHAS,Phacelia hastata ssp. compacta,FULL,2,LCP
W04,7/20/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,2,GH
W04,8/1/2013,PHAHAS,Phacelia hastata ssp. compacta,FINISHING,2,GH
W04,6/30/2013,SOLCAN,Solidago canadensis ssp. elongata,NOT BLOOMING,0,CRP
W04,7/14/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,1,LCP
W04,7/20/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,1,GH
W04,8/1/2013,SOLCAN,Solidago canadensis ssp. elongata,FULL,2,GH